gasDayStart,gasInStorage,workingGasVolume,full,trend
2023-08-08,996.6019,1135.9241,87.73,0.3
2023-08-09,999.7139,1135.9241,88.01,0.27
2023-08-10,1002.7488,1135.9241,88.28,0.27
2023-08-11,1006.2534,1136.1241,88.57,0.31
2023-08-12,1010.4651,1136.1241,88.94,0.37
2023-08-13,1014.563,1136.1759,89.3,0.36
2023-08-14,1018.0724,1136.3558,89.59,0.31
2023-08-15,1021.2976,1138.1658,89.73,0.28
2023-08-16,1024.365,1138.2208,90.0,0.27
2023-08-17,1027.6695,1138.1969,90.29,0.29
2023-08-18,1031.1039,1138.1969,90.59,0.3
2023-08-19,1034.6734,1138.1969,90.9,0.31
2023-08-20,1037.9875,1138.1969,91.2,0.29
2023-08-21,1040.4294,1138.1965,91.41,0.21
2023-08-22,1041.1774,1138.1965,91.48,0.07
2023-08-23,1043.8583,1138.1965,91.71,0.24
2023-08-24,1045.3702,1138.5449,91.82,0.13
2023-08-25,1047.132,1138.5449,91.97,0.15
2023-08-26,1049.3046,1138.5449,92.16,0.19
2023-08-27,1051.7847,1138.5449,92.38,0.22
2023-08-28,1053.1458,1138.5449,92.5,0.12
2023-08-29,1053.7757,1138.5449,92.55,0.06
2023-08-30,1054.8582,1138.5449,92.65,0.1
2023-08-31,1055.1335,1137.0223,92.8,0.02
2023-09-01,1057.0346,1139.8653,92.73,0.17
2023-09-02,1058.9702,1141.6267,92.76,0.17
2023-09-03,1061.1745,1141.6267,92.95,0.19
2023-09-04,1062.4538,1141.6267,93.06,0.11
2023-09-05,1063.4788,1141.6267,93.15,0.09
2023-09-06,1064.0754,1141.7367,93.2,0.05
2023-09-07,1064.7107,1141.7367,93.25,0.06
2023-09-08,1065.4022,1141.8447,93.31,0.06
2023-09-09,1066.7721,1141.8447,93.43,0.12
2023-09-10,1068.0361,1141.8447,93.54,0.11
2023-09-11,1068.441,1141.8447,93.57,0.04
2023-09-12,1068.4304,1141.8447,93.57,-0.0
2023-09-13,1068.548,1141.8447,93.58,0.01
2023-09-14,1068.6707,1141.8507,93.59,0.01
2023-09-15,1069.3148,1141.8507,93.65,0.06
2023-09-16,1070.4533,1141.9367,93.74,0.1
2023-09-17,1071.9672,1141.9367,93.87,0.13
2023-09-18,1073.0119,1141.9367,93.96,0.09
2023-09-19,1074.0245,1141.8467,94.06,0.09
2023-09-20,1074.8786,1142.1261,94.11,0.07
2023-09-21,1075.9085,1142.1261,94.2,0.09
2023-09-22,1077.2962,1142.1261,94.32,0.12
2023-09-23,1079.3006,1142.2773,94.49,0.18
2023-09-24,1081.5512,1142.2773,94.68,0.2
2023-09-25,1082.9236,1142.2773,94.8,0.12
2023-09-26,1084.0457,1142.2773,94.9,0.1
2023-09-27,1085.5238,1142.3173,95.03,0.13
2023-09-28,1086.86,1142.2773,95.15,0.12
2023-09-29,1088.4738,1142.3373,95.28,0.14
2023-09-30,1088.9028,1140.2473,95.5,0.04
2023-10-01,1091.2594,1138.3057,95.87,0.21
2023-10-02,1093.0381,1138.3589,96.02,0.16
2023-10-03,1095.1852,1138.4642,96.2,0.19
2023-10-04,1096.8171,1138.4937,96.34,0.14
2023-10-05,1097.6489,1138.547,96.41,0.07
2023-10-06,1099.4933,1138.6779,96.56,0.16
2023-10-07,1101.4785,1138.6715,96.73,0.17
2023-10-08,1103.1731,1138.7248,96.88,0.15
2023-10-09,1104.2411,1138.8056,96.96,0.09
2023-10-10,1105.8517,1139.5929,97.04,0.14
2023-10-11,1107.6803,1139.6711,97.19,0.16
2023-10-12,1109.3281,1139.8044,97.33,0.14
2023-10-13,1111.7668,1139.83,97.54,0.21
2023-10-14,1114.325,1139.8833,97.76,0.22
2023-10-15,1116.189,1139.9366,97.92,0.16
2023-10-16,1116.5055,1140.0174,97.94,0.03
2023-10-17,1116.747,1140.0707,97.95,0.02
2023-10-18,1117.0182,1140.1239,97.97,0.02
2023-10-19,1117.6784,1140.2672,98.02,0.06
2023-10-20,1118.777,1140.3404,98.11,0.1
2023-10-21,1120.651,1140.3937,98.27,0.16
2023-10-22,1122.4947,1140.4194,98.43,0.16
2023-10-23,1123.0828,1140.5342,98.47,0.05
2023-10-24,1123.8158,1140.6152,98.53,0.06
2023-10-25,1124.2556,1137.5767,98.83,0.04
2023-10-26,1124.9151,1140.7217,98.61,0.06
2023-10-27,1125.5315,1140.7749,98.66,0.05
2023-10-28,1127.6216,1140.8282,98.84,0.18
2023-10-29,1129.5761,1140.8814,99.01,0.17
2023-10-30,1130.6172,1140.9347,99.1,0.09
2023-10-31,1131.7,1140.988,99.19,0.09
2023-11-01,1133.1705,1141.2936,99.29,0.13
2023-11-02,1134.0711,1141.2936,99.37,0.08
2023-11-03,1134.215,1141.3226,99.38,0.01
2023-11-04,1134.821,1141.3236,99.43,0.05
2023-11-05,1135.64,1141.3236,99.5,0.07
2023-11-06,1135.7301,1141.4672,99.5,0.01
2023-11-07,1135.5505,1141.4382,99.48,-0.02
2023-11-08,1135.0599,1141.4382,99.44,-0.04
2023-11-09,1134.6145,1141.4382,99.4,-0.04
2023-11-10,1134.0909,1141.4677,99.35,-0.05
2023-11-11,1134.2299,1141.4677,99.37,0.01
2023-11-12,1134.2922,1141.4677,99.37,0.01
2023-11-13,1133.4052,1141.4677,99.29,-0.08
2023-11-14,1133.1513,1141.4677,99.27,-0.02
2023-11-15,1132.6418,1141.4677,99.23,-0.04
2023-11-16,1130.6655,1141.2879,99.07,-0.17
2023-11-17,1128.8196,1141.2879,98.91,-0.16
2023-11-18,1128.0712,1141.3289,98.84,-0.07
2023-11-19,1128.4116,1141.3289,98.87,0.03
2023-11-20,1127.1018,1141.3289,98.75,-0.11
2023-11-21,1124.8585,1141.3289,98.56,-0.2
2023-11-22,1121.5706,1141.3289,98.27,-0.29
2023-11-23,1118.9599,1141.3629,98.04,-0.23
2023-11-24,1116.1641,1141.3629,97.79,-0.24
2023-11-25,1113.4702,1141.3629,97.56,-0.24
2023-11-26,1110.5006,1141.3979,97.29,-0.26
2023-11-27,1105.5639,1141.3979,96.86,-0.43
2023-11-28,1099.9153,1141.3979,96.37,-0.49
2023-11-29,1093.2389,1141.3979,95.78,-0.58
2023-11-30,1086.7034,1141.3979,95.21,-0.57
2023-12-01,1080.5421,1141.2834,94.68,-0.54
2023-12-02,1075.0608,1141.2834,94.2,-0.48
2023-12-03,1070.1878,1141.2834,93.77,-0.43
2023-12-04,1063.3818,1141.2834,93.17,-0.6
2023-12-05,1056.7791,1141.2834,92.6,-0.58
2023-12-06,1050.1022,1141.2834,92.01,-0.59
2023-12-07,1044.086,1141.2834,91.48,-0.53
2023-12-08,1039.2411,1141.2834,91.06,-0.42
2023-12-09,1036.3117,1141.2834,90.8,-0.26
2023-12-10,1034.0861,1141.2834,90.61,-0.2
2023-12-11,1030.4717,1141.2834,90.29,-0.32
2023-12-12,1026.5985,1141.2557,89.95,-0.34
2023-12-13,1022.6145,1141.2557,89.6,-0.35
2023-12-14,1018.2759,1141.2834,89.22,-0.38
2023-12-15,1014.5261,1141.2834,88.89,-0.33
2023-12-16,1012.7216,1141.2834,88.74,-0.16
2023-12-17,1010.6713,1141.2834,88.56,-0.18
2023-12-18,1006.602,1141.2834,88.2,-0.36
2023-12-19,1002.2363,1141.2834,87.82,-0.38
2023-12-20,998.5996,1141.2834,87.5,-0.32
2023-12-21,995.8264,1141.2834,87.25,-0.24
2023-12-22,993.8092,1141.2834,87.08,-0.18
2023-12-23,992.4714,1141.2834,86.96,-0.12
2023-12-24,991.9429,1141.2834,86.91,-0.05
2023-12-25,991.7394,1141.2834,86.9,-0.02
2023-12-26,990.9871,1141.2834,86.83,-0.07
2023-12-27,989.3271,1141.2834,86.69,-0.15
2023-12-28,988.1666,1141.2834,86.58,-0.1
2023-12-29,986.8246,1141.2834,86.47,-0.12
2023-12-30,985.7918,1141.2834,86.38,-0.09
2023-12-31,984.6128,1141.2834,86.27,-0.1
2024-01-01,982.8235,1141.2834,86.12,0.0
2024-01-02,980.3646,1141.2834,85.9,-0.22
2024-01-03,977.8049,1141.2834,85.68,-0.22
2024-01-04,973.9535,1141.2834,85.34,-0.34
2024-01-05,969.6804,1141.2834,84.96,-0.37
2024-01-06,965.4381,1141.2834,84.59,-0.37
2024-01-07,960.2621,1141.2834,84.14,-0.45
2024-01-08,951.289,1141.2834,83.35,-0.79
2024-01-09,941.6657,1141.2834,82.51,-0.84
2024-01-10,931.7757,1141.2834,81.64,-0.87
2024-01-11,922.197,1141.2834,80.8,-0.84
2024-01-12,913.6162,1141.2834,80.05,-0.75
2024-01-13,906.7272,1141.2834,79.45,-0.6
2024-01-14,900.4664,1141.2834,78.9,-0.55
2024-01-15,892.5677,1141.2834,78.21,-0.69
2024-01-16,883.9921,1141.2834,77.46,-0.75
2024-01-17,875.659,1141.2835,76.73,-0.73
2024-01-18,868.0469,1141.2835,76.06,-0.67
2024-01-19,860.243,1141.2835,75.38,-0.68
2024-01-20,853.8786,1141.2835,74.82,-0.56
2024-01-21,847.9545,1141.2835,74.3,-0.52
2024-01-22,842.0951,1141.2835,73.78,-0.51
2024-01-23,836.654,1141.2835,73.31,-0.48
2024-01-24,832.2717,1141.2835,72.92,-0.38
2024-01-25,827.669,1141.2835,72.52,-0.4
2024-01-26,823.4162,1141.2559,72.15,-0.37
2024-01-27,819.356,1141.2559,71.79,-0.36
2024-01-28,815.1971,1141.2835,71.43,-0.36
2024-01-29,809.796,1141.2835,70.95,-0.47
2024-01-30,804.5193,1141.2835,70.49,-0.46
2024-01-31,799.5583,1141.2835,70.06,-0.43
2024-02-01,794.5999,1141.2835,69.62,-0.43
2024-02-02,790.3394,1141.2835,69.25,-0.37
2024-02-03,787.8439,1141.2835,69.03,-0.22
2024-02-04,785.4001,1141.2835,68.82,-0.21
2024-02-05,781.7123,1141.2835,68.49,-0.32
2024-02-06,778.0658,1141.2835,68.17,-0.32
2024-02-07,773.3838,1141.2835,67.76,-0.41
2024-02-08,768.8824,1141.2835,67.37,-0.39
2024-02-09,765.9301,1141.2835,67.11,-0.26
2024-02-10,763.9623,1141.2835,66.94,-0.17
2024-02-11,761.8656,1137.8723,66.96,-0.18
2024-02-12,757.9335,1141.2835,66.41,-0.34
2024-02-13,753.9802,1141.2835,66.06,-0.35
2024-02-14,750.806,1141.2835,65.79,-0.28
2024-02-15,748.3018,1141.2835,65.57,-0.22
2024-02-16,746.2797,1141.2835,65.39,-0.18
2024-02-17,745.0395,1141.2835,65.28,-0.11
2024-02-18,743.8023,1141.2835,65.17,-0.11
2024-02-19,741.5295,1141.2835,64.97,-0.2
2024-02-20,739.1399,1141.2835,64.76,-0.21
2024-02-21,736.6726,1141.3835,64.54,-0.22
2024-02-22,734.2078,1141.3835,64.33,-0.22
2024-02-23,731.1868,1141.3835,64.06,-0.26
2024-02-24,728.9427,1141.3835,63.86,-0.2
2024-02-25,727.0986,1141.3835,63.7,-0.16
2024-02-26,723.4581,1141.3835,63.38,-0.32
2024-02-27,719.3716,1141.3835,63.03,-0.36
2024-02-28,715.4699,1141.3835,62.68,-0.34
2024-02-29,712.4841,1141.3835,62.42,-0.26
2024-03-01,710.2454,1141.3835,62.23,-0.2
2024-03-02,709.3771,1141.6129,62.14,-0.08
2024-03-03,708.6572,1141.6129,62.08,-0.06
2024-03-04,706.1442,1141.613,61.85,-0.22
2024-03-05,703.034,1141.613,61.58,-0.27
2024-03-06,699.4265,1141.613,61.27,-0.32
2024-03-07,696.2107,1141.613,60.98,-0.28
2024-03-08,693.5633,1141.613,60.75,-0.23
2024-03-09,692.3154,1141.613,60.64,-0.11
2024-03-10,691.4001,1141.613,60.56,-0.08
2024-03-11,688.6612,1141.613,60.32,-0.24
2024-03-12,685.7393,1141.613,60.07,-0.26
2024-03-13,683.3923,1141.613,59.86,-0.21
2024-03-14,683.1464,1141.613,59.84,-0.02
2024-03-15,681.7707,1141.613,59.72,-0.12
2024-03-16,681.4035,1141.5453,59.69,-0.03
2024-03-17,680.9728,1141.5453,59.65,-0.04
2024-03-18,679.3258,1141.5177,59.51,-0.14
2024-03-19,677.7172,1141.5177,59.37,-0.14
2024-03-20,676.5293,1141.5453,59.26,-0.1
2024-03-21,675.708,1141.5453,59.19,-0.07
2024-03-22,675.4096,1141.5453,59.17,-0.03
2024-03-23,675.6173,1141.5453,59.18,0.02
2024-03-24,675.3142,1141.5453,59.16,-0.03
2024-03-25,673.4159,1141.5453,58.99,-0.17
2024-03-26,672.2386,1141.5453,58.89,-0.1
2024-03-27,671.1349,1141.5453,58.79,-0.1
2024-03-28,669.9592,1141.5453,58.69,-0.1
2024-03-29,669.9592,1141.5453,58.69,0.0
2024-03-30,670.2893,1141.5453,58.72,0.03
2024-03-31,666.1458,1139.1544,58.48,-0.36
2024-04-01,669.1111,1129.916,59.22,0.26
2024-04-02,670.6287,1129.916,59.35,0.13
2024-04-03,671.3505,1130.1588,59.4,0.06
2024-04-04,671.7742,1130.1589,59.44,0.04
2024-04-05,673.6079,1130.1589,59.6,0.16
2024-04-06,677.2041,1125.6614,60.16,0.32
2024-04-07,680.1409,1125.6614,60.42,0.26
2024-04-08,683.4832,1125.6614,60.72,0.3
2024-04-09,685.2941,1130.1589,60.64,0.16
2024-04-10,686.8486,1130.1589,60.77,0.14
2024-04-11,688.9496,1125.6614,61.2,0.19
2024-04-12,691.7604,1125.6614,61.45,0.25
2024-04-13,695.7098,1125.6614,61.8,0.35
2024-04-14,699.3679,1125.6614,62.13,0.32
2024-04-15,701.5052,1125.6436,62.32,0.19
2024-04-16,702.7103,1130.1411,62.18,0.11
2024-04-17,702.7987,1130.4091,62.17,0.01
2024-04-18,702.5321,1130.4091,62.15,-0.02
2024-04-19,702.3462,1130.4091,62.13,-0.02
2024-04-20,702.9335,1130.4091,62.18,0.05
2024-04-21,703.514,1130.4091,62.24,0.05
2024-04-22,702.2528,1130.4091,62.12,-0.11
2024-04-23,700.6539,1130.4091,61.98,-0.14
2024-04-24,699.2015,1130.4091,61.85,-0.13
2024-04-25,697.8631,1130.4091,61.74,-0.12
2024-04-26,697.5113,1130.4091,61.7,-0.03
2024-04-27,699.0063,1130.4091,61.84,0.13
2024-04-28,701.3379,1130.4091,62.04,0.21
2024-04-29,703.2102,1130.4091,62.21,0.17
2024-04-30,705.7761,1130.4091,62.44,0.23
2024-05-01,708.9415,1130.7807,62.69,0.28
2024-05-02,711.8372,1132.0607,62.88,0.26
2024-05-03,714.1125,1132.0607,63.08,0.2
2024-05-04,716.8069,1132.0607,63.32,0.24
2024-05-05,719.6126,1133.0607,63.51,0.25
2024-05-06,721.7591,1133.0607,63.7,0.19
2024-05-07,723.2142,1133.0607,63.83,0.13
2024-05-08,724.4164,1133.0607,63.93,0.11
2024-05-09,727.319,1133.0607,64.19,0.26
2024-05-10,730.4044,1133.0607,64.46,0.27
2024-05-11,734.4311,1133.0607,64.82,0.36
2024-05-12,738.6014,1133.0607,65.19,0.37
2024-05-13,742.0061,1133.0607,65.49,0.3
2024-05-14,745.4346,1133.0607,65.79,0.3
2024-05-15,748.5274,1133.0607,66.06,0.27
2024-05-16,751.0707,1133.0607,66.29,0.22
2024-05-17,753.8838,1133.0607,66.54,0.25
2024-05-18,757.264,1133.0607,66.83,0.3
2024-05-19,760.7549,1133.0607,67.14,0.31
2024-05-20,763.6009,1133.0607,67.39,0.25
2024-05-21,765.1428,1133.0607,67.53,0.14
2024-05-22,767.3966,1133.0607,67.73,0.2
2024-05-23,770.0577,1133.0607,67.96,0.23
2024-05-24,772.6885,1133.0607,68.19,0.23
2024-05-25,775.9266,1133.0607,68.48,0.29
2024-05-26,779.7599,1133.0607,68.82,0.34
2024-05-27,782.4725,1133.0607,69.06,0.24
2024-05-28,784.916,1133.0607,69.27,0.22
2024-05-29,787.2028,1133.0607,69.48,0.2
2024-05-30,789.7389,1133.0607,69.7,0.22
2024-05-31,792.9097,1133.0607,69.98,0.28
2024-06-01,795.5348,1134.5981,70.12,0.23
2024-06-02,798.6805,1134.5981,70.39,0.28
2024-06-03,800.5558,1134.5981,70.56,0.17
2024-06-04,802.3301,1134.5981,70.71,0.16
2024-06-05,804.2831,1134.5981,70.89,0.17
2024-06-06,806.8609,1134.5981,71.11,0.23
2024-06-07,809.2998,1134.5981,71.33,0.21
2024-06-08,812.5253,1134.5981,71.61,0.28
2024-06-09,815.7288,1134.5981,71.9,0.28
2024-06-10,817.9674,1133.7861,72.14,0.2
2024-06-11,819.9515,1133.7861,72.32,0.17
2024-06-12,821.98,1133.7861,72.5,0.18
2024-06-13,824.2484,1133.7861,72.7,0.2
2024-06-14,827.4555,1133.7861,72.98,0.28
2024-06-15,831.1865,1134.5861,73.26,0.33
2024-06-16,832.8353,1134.5861,73.4,0.15
2024-06-17,837.9257,1134.5861,73.85,0.45
2024-06-18,840.5822,1134.5861,74.09,0.23
2024-06-19,843.4487,1134.5861,74.34,0.25
2024-06-20,845.9513,1134.5861,74.56,0.22
2024-06-21,848.6039,1134.5861,74.79,0.23
2024-06-22,852.4008,1134.5861,75.13,0.33
2024-06-23,856.2176,1134.4843,75.47,0.34
2024-06-24,859.1098,1134.5861,75.72,0.25
2024-06-25,861.9297,1134.5861,75.97,0.25
2024-06-26,864.8598,1134.5861,76.23,0.26
2024-06-27,867.895,1135.1711,76.45,0.27
2024-06-28,871.1888,1135.1505,76.75,0.29
2024-06-29,874.9805,1135.1505,77.08,0.33
2024-06-30,878.8032,1135.1505,77.42,0.34
2024-07-01,881.5666,1135.1505,77.66,0.24
2024-07-02,884.4195,1135.1505,77.91,0.25
2024-07-03,887.228,1135.1505,78.16,0.25
2024-07-04,890.3107,1135.1505,78.43,0.27
2024-07-05,893.5202,1135.1505,78.71,0.28
2024-07-06,897.0592,1135.6492,78.99,0.31
2024-07-07,900.5516,1135.6492,79.3,0.31
2024-07-08,903.7771,1135.6492,79.58,0.28
2024-07-09,906.8107,1135.6492,79.85,0.27
2024-07-10,909.6302,1135.7735,80.09,0.25
2024-07-11,912.2059,1135.7735,80.32,0.23
2024-07-12,914.8096,1135.7735,80.55,0.23
2024-07-13,918.0186,1135.7735,80.83,0.28
2024-07-14,921.3442,1135.7735,81.12,0.29
2024-07-15,924.0643,1135.7735,81.36,0.24
2024-07-16,926.697,1135.7735,81.59,0.23
2024-07-17,929.1794,1135.7735,81.81,0.22
2024-07-18,931.4619,1135.7735,82.01,0.2
2024-07-19,934.2312,1135.7735,82.26,0.24
2024-07-20,937.7588,1135.7735,82.57,0.31
2024-07-21,941.4457,1135.7735,82.89,0.32
2024-07-22,944.1683,1135.7735,83.13,0.24
2024-07-23,946.5927,1135.7735,83.34,0.21
2024-07-24,949.0506,1136.6711,83.49,0.22
2024-07-25,951.4531,1137.2211,83.66,0.21
2024-07-26,954.0147,1137.2211,83.89,0.23
2024-07-27,957.2097,1137.2211,84.17,0.28
2024-07-28,960.6125,1137.2211,84.47,0.3
2024-07-29,963.1391,1137.2211,84.69,0.22
2024-07-30,965.5134,1137.2211,84.9,0.21
2024-07-31,967.8472,1137.2211,85.11,0.21
2024-08-01,969.3184,1137.7465,85.2,0.13
2024-08-02,971.9194,1137.7465,85.42,0.23
2024-08-03,975.1823,1137.7465,85.71,0.29
2024-08-04,978.54,1137.7465,86.01,0.3
2024-08-05,981.1433,1137.7465,86.24,0.23
2024-08-06,983.4548,1138.0965,86.41,0.2
2024-08-07,985.9234,1138.0965,86.63,0.22
2024-08-08,988.324,1138.0965,86.84,0.21
2024-08-09,991.1644,1138.0965,87.09,0.25
2024-08-10,994.2652,1138.0965,87.36,0.27
2024-08-11,998.2705,1138.0965,87.71,0.35
2024-08-12,1000.4787,1138.0965,87.91,0.19
2024-08-13,1003.5796,1138.1964,88.17,0.27
2024-08-14,1006.6193,1138.5747,88.41,0.27
2024-08-15,1010.1989,1138.6959,88.72,0.31
2024-08-16,1013.6429,1138.6959,89.02,0.3
2024-08-17,1017.5131,1138.6959,89.36,0.34
2024-08-18,1021.5357,1138.6959,89.71,0.35
2024-08-19,1024.5295,1138.7989,89.97,0.26
2024-08-20,1027.4617,1138.7989,90.22,0.26
2024-08-21,1030.369,1138.7989,90.48,0.26
2024-08-22,1033.1516,1138.7989,90.72,0.24
2024-08-23,1036.1411,1138.7989,90.99,0.26
2024-08-24,1040.3056,1139.6109,91.29,0.37
2024-08-25,1043.8707,1139.6109,91.6,0.31
2024-08-26,1045.7776,1139.6109,91.77,0.17
2024-08-27,1047.9527,1139.6109,91.96,0.19
2024-08-28,1050.0513,1142.3538,91.92,0.18
2024-08-29,1051.6295,1142.5292,92.04,0.14
2024-08-30,1053.2147,1142.5292,92.18,0.14
2024-08-31,1055.5968,1142.5292,92.39,0.21
2024-09-01,1058.0498,1145.6208,92.36,0.21
2024-09-02,1059.3972,1145.6208,92.47,0.12
2024-09-03,1059.9998,1145.6208,92.53,0.05
2024-09-04,1060.5024,1145.6208,92.57,0.04
2024-09-05,1061.2942,1145.6208,92.64,0.07
2024-09-06,1062.3533,1145.6858,92.73,0.09
2024-09-07,1063.4202,1145.6858,92.82,0.09
2024-09-08,1064.8832,1145.6858,92.95,0.13
2024-09-09,1065.9971,1145.6858,93.04,0.1
2024-09-10,1067.1731,1145.6858,93.15,0.1
2024-09-11,1067.7545,1145.6858,93.2,0.05
2024-09-12,1067.7663,1145.6858,93.2,0.0
2024-09-13,1068.0451,1145.6858,93.22,0.02
2024-09-14,1068.6857,1145.6858,93.28,0.06
2024-09-15,1069.6373,1145.6858,93.36,0.08
2024-09-16,1069.7927,1145.6868,93.38,0.01
2024-09-17,1069.9616,1145.8758,93.38,0.01
2024-09-18,1070.6183,1145.8758,93.43,0.06
2024-09-19,1071.279,1145.8929,93.49,0.06
2024-09-20,1072.1151,1145.8929,93.56,0.07
2024-09-21,1073.5915,1145.8929,93.69,0.13
2024-09-22,1074.9676,1145.8929,93.81,0.12
2024-09-23,1075.3317,1145.8929,93.84,0.03
2024-09-24,1076.0205,1145.8929,93.9,0.06
2024-09-25,1076.8471,1145.8929,93.97,0.07
2024-09-26,1077.4228,1146.1425,94.0,0.05
2024-09-27,1078.3043,1146.1425,94.08,0.08
2024-09-28,1079.6547,1146.1425,94.2,0.12
2024-09-29,1080.9931,1146.1425,94.32,0.12
2024-09-30,1081.3933,1146.1425,94.35,0.03
2024-10-01,1082.021,1147.2981,94.31,0.05
2024-10-02,1081.6254,1147.2981,94.28,-0.03
2024-10-03,1081.7742,1147.2981,94.29,0.01
2024-10-04,1082.1023,1147.2981,94.32,0.03
2024-10-05,1083.2066,1147.2981,94.41,0.1
2024-10-06,1084.4697,1147.2981,94.52,0.11
2024-10-07,1084.9203,1147.2981,94.56,0.04
2024-10-08,1085.9377,1147.2931,94.65,0.09
2024-10-09,1087.122,1147.2931,94.76,0.1
2024-10-10,1088.0113,1147.2931,94.83,0.08
2024-10-11,1088.5717,1147.2031,94.89,0.05
2024-10-12,1089.5707,1147.2331,94.97,0.09
2024-10-13,1090.5725,1147.2331,95.06,0.09
2024-10-14,1090.0551,1147.3331,95.01,-0.05
2024-10-15,1090.1778,1147.5331,95.0,0.01
2024-10-16,1090.7144,1147.5831,95.04,0.05
2024-10-17,1091.0995,1147.5831,95.08,0.03
2024-10-18,1091.3743,1147.6116,95.1,0.02
2024-10-19,1092.4893,1147.6116,95.2,0.1
2024-10-20,1093.7417,1147.6116,95.31,0.11
2024-10-21,1093.9419,1147.6116,95.32,0.02
2024-10-22,1093.8088,1147.6116,95.31,-0.01
2024-10-23,1093.1594,1147.6116,95.26,-0.06
2024-10-24,1092.6855,1147.6116,95.21,-0.04
2024-10-25,1092.5842,1147.6116,95.21,-0.01
2024-10-26,1093.3114,1147.6116,95.27,0.06
2024-10-27,1093.77,1147.6116,95.31,0.04
2024-10-28,1093.8498,1147.6726,95.31,0.01
2024-10-29,1092.7145,1147.6726,95.21,-0.1
2024-10-30,1092.7369,1147.7026,95.21,0.0
2024-10-31,1092.2695,1147.7026,95.17,-0.04
2024-11-01,1092.7379,1147.7026,95.21,0.04
2024-11-02,1092.8884,1147.7026,95.22,0.01
2024-11-03,1092.5872,1147.7026,95.2,-0.03
2024-11-04,1090.3432,1147.7026,95.0,-0.2
2024-11-05,1087.2813,1147.7026,94.74,-0.27
2024-11-06,1083.5078,1147.7026,94.41,-0.33
2024-11-07,1079.5825,1147.7026,94.06,-0.34
2024-11-08,1076.1116,1147.7026,93.76,-0.3
2024-11-09,1073.5011,1147.7026,93.53,-0.23
2024-11-10,1071.1242,1147.7026,93.33,-0.21
2024-11-11,1067.8764,1147.7026,93.04,-0.28
2024-11-12,1062.5534,1147.7026,92.58,-0.46
2024-11-13,1057.0316,1147.7026,92.1,-0.48
2024-11-14,1052.0301,1147.7026,91.66,-0.44
2024-11-15,1047.4951,1147.7026,91.27,-0.4
2024-11-16,1044.4619,1147.7026,91.0,-0.26
2024-11-17,1041.4584,1147.7026,90.74,-0.26
2024-11-18,1036.433,1147.7026,90.31,-0.44
2024-11-19,1031.3818,1147.7026,89.86,-0.44
2024-11-20,1026.2251,1147.8226,89.41,-0.45
2024-11-21,1019.7397,1147.8226,88.84,-0.57
2024-11-22,1013.3609,1147.8226,88.29,-0.56
2024-11-23,1008.9186,1147.8226,87.9,-0.39
2024-11-24,1006.5843,1147.8226,87.7,-0.2
2024-11-25,1003.4706,1147.8226,87.42,-0.27
2024-11-26,999.1301,1147.8226,87.05,-0.38
2024-11-27,994.5277,1147.8226,86.64,-0.4
2024-11-28,989.559,1147.8226,86.21,-0.43
2024-11-29,984.1403,1147.8226,85.74,-0.47
2024-11-30,980.3169,1147.8226,85.41,-0.33
2024-12-01,976.5291,1147.8226,85.08,-0.33
2024-12-02,971.6369,1147.8226,84.65,-0.43
2024-12-03,965.894,1147.8226,84.15,-0.5
2024-12-04,959.516,1147.7616,83.6,-0.56
2024-12-05,953.8865,1147.7616,83.11,-0.49
2024-12-06,949.0952,1147.7616,82.69,-0.42
2024-12-07,945.277,1147.7616,82.36,-0.33
2024-12-08,941.6223,1147.7616,82.04,-0.32
2024-12-09,935.878,1147.7616,81.54,-0.5
2024-12-10,928.3729,1147.7616,80.89,-0.65
2024-12-11,920.1357,1147.8346,80.16,-0.72
2024-12-12,911.8497,1147.8346,79.44,-0.72
2024-12-13,904.0645,1147.8346,78.76,-0.68
2024-12-14,898.4746,1147.8346,78.28,-0.49
2024-12-15,894.3206,1147.8346,77.91,-0.36
2024-12-16,889.5879,1147.8346,77.5,-0.41
2024-12-17,884.946,1147.8346,77.1,-0.4
2024-12-18,880.7775,1147.8346,76.73,-0.36
2024-12-19,877.6401,1147.8346,76.46,-0.27
2024-12-20,873.6681,1147.8346,76.11,-0.35
2024-12-21,870.9826,1147.8346,75.88,-0.23
2024-12-22,868.2422,1147.8346,75.64,-0.24
2024-12-23,864.3377,1147.8346,75.3,-0.34
2024-12-24,860.7774,1147.8346,74.99,-0.31
2024-12-25,858.1947,1147.8346,74.77,-0.23
2024-12-26,854.6203,1147.8346,74.46,-0.31
2024-12-27,849.3725,1147.8346,74.0,-0.46
2024-12-28,844.0245,1147.8346,73.53,-0.47
2024-12-29,838.9953,1147.8346,73.09,-0.44
2024-12-30,832.0439,1147.8346,72.49,-0.61
2024-12-31,828.2722,1147.8346,72.16,-0.33
2025-01-01,824.1155,1147.6446,71.81,0.0
2025-01-02,818.5835,1147.6446,71.33,-0.48
2025-01-03,811.9318,1147.6446,70.75,-0.58
2025-01-04,805.4288,1147.6446,70.18,-0.57
2025-01-05,800.1648,1147.6446,69.72,-0.46
2025-01-06,795.5577,1147.6446,69.32,-0.4
2025-01-07,789.9718,1147.6446,68.83,-0.49
2025-01-08,783.1635,1147.6446,68.24,-0.59
2025-01-09,776.2382,1147.6446,67.64,-0.6
2025-01-10,769.1061,1149.6521,66.9,-0.62
