date,price,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,daily_return,daily_rv,log_daily_rv,log_vol_lag1,log_vol_lag5,log_vol_lag22,future_log_vol_5d
2022-01-18,78.33399963378906,0,0,0,0,0,0,0,0,0,0,0,-0.10458151423444567,0.010937293119569563,-4.515576942168072,-8.089415094813939,-5.264061617105303,,-5.101778205354629
2022-01-19,75.60199737548828,0,0,0,0,0,0,0,0,0,0,0,-0.03549902825596979,0.0012601810071181416,-6.676499911099842,-4.515576942168072,-4.958899896865891,,-5.132000124219711
2022-01-20,75.2030029296875,0,0,0,0,0,0,0,0,0,0,0,-0.005291540413026918,2.8000399942697087e-05,-10.483291728509553,-6.676499911099842,-5.077049931160358,,-5.132088234874515
2022-01-21,78.9800033569336,0,0,0,0,0,0,0,0,0,0,0,0.04900353562795136,0.0024013465040398983,-6.031725655187825,-10.483291728509553,-5.148166196706416,,-5.216683298820925
2022-01-24,93.0,0,0,0,0,0,0,0,0,0,0,0,0.16340479479116274,0.026701126960742005,-3.6230495061617347,-6.031725655187825,-5.81358014191419,,-6.512040348479225
2022-01-25,93.58200073242188,0,0,0,0,0,0,0,0,0,0,0,0.00623857197101252,3.8919780237503036e-05,-10.154007921486958,-3.6230495061617347,-4.795654213377222,,-5.594357626442561
2022-01-26,91.83699798583984,0,0,0,0,0,0,0,0,0,0,0,-0.01882282052367099,0.0003542985724663298,-7.945370572444928,-10.154007921486958,-5.101778205354629,,-5.600635368368908
2022-01-27,92.3010025024414,0,0,0,0,0,0,0,0,0,0,0,0.005039758197452396,2.539916268878862e-05,-10.580794310120087,-7.945370572444928,-5.132000124219711,,-5.532457563496262
2022-01-28,92.06199645996094,0,0,0,0,0,0,0,0,0,0,0,-0.0025927781357293267,6.7224984611160425e-06,-11.910050528964637,-10.580794310120087,-5.132088234874515,,-5.488785360570392
2022-01-31,84.6719970703125,0,0,0,0,0,0,0,0,0,0,0,-0.08367729077025961,0.007001888990650574,-4.961575310381309,-11.910050528964637,-5.216683298820925,,-5.803639381331681
2022-02-01,76.16699981689453,1,0,0,0,0,0,0,0,0,0,0,-0.10585663827187287,0.01120562786622214,-4.4913391387411465,-4.961575310381309,-6.512040348479225,,-6.962603666162987
2022-02-02,77.35099792480469,1,0,0,0,0,0,0,0,0,0,0,0.015425182735246474,0.00023793626241574588,-8.343507720932006,-4.4913391387411465,-5.594357626442561,,-6.735494875422892
2022-02-03,80.2229995727539,1,0,0,0,0,0,0,0,0,0,0,0.036456773119301074,0.0013290963062721933,-6.6232560359080175,-8.343507720932006,-5.600635368368908,,-6.988622708393357
2022-02-04,82.6520004272461,1,0,0,0,0,0,0,0,0,0,0,0.029828776095839064,0.0008897558833757,-7.024563420080022,-6.6232560359080175,-5.532457563496262,-5.307781318069048,-6.837862088397115
2022-02-07,79.59500122070312,1,0,0,0,0,0,0,0,0,0,0,-0.03768773542704599,0.0014203654016190174,-6.556841114683529,-7.024563420080022,-5.488785360570392,-5.391692583309911,-6.771390325376466
2022-02-08,77.30000305175781,1,0,0,0,0,0,0,0,0,0,0,-0.02925729707075088,0.0008559894318861679,-7.0632525266578785,-6.556841114683529,-5.803639381331681,-5.3870306736415765,-5.435501937141539
2022-02-09,74.41699981689453,1,0,0,0,0,0,0,0,0,0,0,-0.03800958717152931,0.0014447287169500854,-6.539833713485656,-7.0632525266578785,-6.962603666162987,-5.406606199355311,-5.491623666117377
2022-02-10,74.35299682617188,1,0,0,0,0,0,0,0,0,0,0,-0.0008604287976810965,7.403377158789373e-07,-14.116158031311217,-6.539833713485656,-6.735494875422892,-5.4769014680820405,-5.274031196371157
2022-02-11,77.4260025024414,1,0,0,0,0,0,0,0,0,0,0,0.04049869471761352,0.001640144273830457,-6.412971068557784,-14.116158031311217,-6.988622708393357,-5.495600924752363,-5.330237315361621
2022-02-14,80.77100372314453,1,0,0,0,0,0,0,0,0,0,0,0.042295362485914575,0.00178889768781491,-6.326155665126735,-6.412971068557784,-6.837862088397115,-5.53549629886973,-5.163977233095225
2022-02-15,70.91899871826172,1,0,0,0,0,0,0,0,0,0,0,-0.1300796736685819,0.01692072150172476,-4.079216283708195,-6.326155665126735,-6.771390325376466,-5.539888393951094,-5.36688442502232
2022-02-16,69.79499816894531,1,0,0,0,0,0,0,0,0,0,0,-0.01597601490854701,0.00025523305235811627,-8.273333495452201,-4.079216283708195,-5.435501937141539,-5.5352377727965605,-3.2520246315619614
2022-02-17,74.91400146484375,1,0,0,0,0,0,0,0,0,0,0,0.07077846076813084,0.0050095905087058365,-5.29640110181547,-8.273333495452201,-5.491623666117377,-5.535831710513707,-2.7720449435110095
2022-02-18,73.76200103759766,1,0,0,0,0,0,0,0,0,0,0,-0.015497100583069408,0.0002401601264817702,-8.3342046592591,-5.29640110181547,-5.274031196371157,-5.606613967291486,-2.766845004421275
2022-02-22,79.78900146484375,1,0,0,0,0,0,0,0,0,0,0,0.07854196078673296,0.006168839604224699,-5.088244529218321,-8.3342046592591,-5.330237315361621,-5.619315704326258,-2.6525177885788978
2022-02-23,88.89099884033203,1,0,0,0,0,0,0,0,0,0,0,0.10802521830196504,0.011669447789187203,-4.450781152553265,-5.088244529218321,-5.163977233095225,-5.545177101755156,-2.440717085932276
2022-02-24,134.3159942626953,1,0,0,0,0,0,0,0,0,0,0,0.4127843029764279,0.1703908807837354,-1.7696601825404876,-4.450781152553265,-5.36688442502232,-5.442758645884324,-2.93393101534133
2022-02-25,94.4219970703125,1,0,0,0,0,0,0,0,0,0,0,-0.35242112416096644,0.12420064875487932,-2.0858568860191116,-1.7696601825404876,-3.2520246315619614,-4.522771997738954,-3.357243898962723
2022-02-28,98.59500122070312,1,0,0,0,0,0,0,0,0,0,0,0.043246496945445474,0.0018702594980524248,-6.281678088196493,-2.0858568860191116,-2.7720449435110095,-4.10423757288804,-3.2205334960675374
2022-03-01,121.67400360107422,0,1,0,0,0,0,0,0,0,0,0,0.21032480390203434,0.0442365231364292,-3.1182045157825895,-6.281678088196493,-2.766845004421275,-4.100070722353202,-3.4500988782178874
2022-03-02,165.54299926757812,0,1,0,0,0,0,0,0,0,0,0,0.30788560871016624,0.0947935480508296,-2.3560539305622514,-3.1182045157825895,-2.6525177885788978,-3.985610347732779,-3.4053067232775236
2022-03-03,160.822998046875,0,1,0,0,0,0,0,0,0,0,0,-0.028926606179165298,0.000836748545044524,-7.085986955496668,-2.3560539305622514,-2.440717085932276,-3.7770729695790735,-3.1743968969740797
2022-03-04,192.5500030517578,0,1,0,0,0,0,0,0,0,0,0,0.18005150691241995,0.032418545141433205,-3.4290246389920456,-7.085986955496668,-2.93393101534133,-3.7893913724489163,-3.334936051439157
2022-03-07,227.2010040283203,0,1,0,0,0,0,0,0,0,0,0,0.1654792298658773,0.027383375517003854,-3.597819182644583,-3.4290246389920456,-3.357243898962723,-3.7476286068714826,-3.3858452067458753
2022-03-08,214.5540008544922,0,1,0,0,0,0,0,0,0,0,0,-0.05727364705677561,0.0032802706471841015,-5.71982934529996,-3.597819182644583,-3.2205334960675374,-3.6966106445864844,-3.40503409838725
2022-03-09,155.8800048828125,0,1,0,0,0,0,0,0,0,0,0,-0.3194749471245064,0.10206424184020617,-2.282152841979876,-5.71982934529996,-3.4500988782178874,-3.6930418970496643,-4.162886943336166
2022-03-10,126.39900207519531,0,1,0,0,0,0,0,0,0,0,0,-0.20964292508781265,0.04395015603937423,-3.124699104450559,-2.282152841979876,-3.4053067232775236,-3.523534675067315,-4.978379224260592
2022-03-11,131.22900390625,0,1,0,0,0,0,0,0,0,0,0,0.037500331730163684,0.0014062748798723212,-6.566810999103303,-3.124699104450559,-3.1743968969740797,-3.460050725352411,-5.020080812427804
2022-03-14,114.52200317382812,0,1,0,0,0,0,0,0,0,0,0,-0.1361769464475267,0.018544160743772554,-3.98760032413216,-6.566810999103303,-3.334936051439157,-3.459255164289678,-5.424982807806083
